id_data,lokasi_awal_user,durasi_perjalanan,jumlah_hari,jumlah_orang,budget,segmen_budget,jenis_transportasi,preferensi_penginapan,preferensi_kategori,preferensi_aktivitas,nama_wisata,kategori_wisata,kota_tujuan,latitude,longitude,koordinat_destinasi,alamat,deskripsi_wisata,kecocokan_kategori,kecocokan_aktivitas,kecocokan_budget,kecocokan_jarak,estimasi_jarak_km,estimasi_waktu_menit,estimasi_biaya_transportasi,estimasi_biaya_penginapan,estimasi_biaya_makan,estimasi_biaya_tiket,total_estimasi_biaya,status_budget,label_rekomendasi
BDG-TRV-0470,Garut,1 hari,1,4,2420000,standar,transportasi umum,tanpa penginapan,wisata kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,115.76,194,417000,0,280000,60000,757000,sesuai,1
BDG-TRV-0471,Bekasi,1 hari,1,1,1919000,hemat,mobil,tanpa penginapan,wisata edukasi,foto-foto,Gedung Sate,wisata edukasi,Kota Bandung,-6.9025,107.6188,"-6.9025,107.6188","Jl. Diponegoro No.22, Citarum, Bandung Wetan, Kota Bandung",Gedung Sate adalah ikon Kota Bandung yang dikenal sebagai bangunan bersejarah dengan arsitektur khas dan nilai edukasi sejarah pemerintahan Jawa Barat.,1,1,1,1,172.63,366,1036000,0,70000,25000,1131000,sesuai,1
BDG-TRV-0472,Bekasi,1 hari,1,4,409000,hemat,transportasi umum,tanpa penginapan,museum,religi,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,0,0,0,0,189.72,426,683000,0,280000,60000,1023000,melebihi budget,0
BDG-TRV-0473,Tasikmalaya,1 hari,1,5,2226000,standar,motor,tanpa penginapan,wisata alam,alam,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,1,1,1,206.78,409,579000,0,350000,150000,1079000,sesuai,1
BDG-TRV-0474,Kota Bandung,3 hari 2 malam,3,3,2987000,standar,mobil,nyaman,wisata alam,healing,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,1,1,1,1,59.71,125,358000,1040000,630000,90000,2118000,sesuai,1
BDG-TRV-0475,Kabupaten Bandung,2 hari 1 malam,2,2,1881000,standar,motor,hemat,kuliner,kuliner,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,43.13,75,121000,180000,280000,30000,611000,sesuai,1
BDG-TRV-0476,Bogor,1 hari,1,2,1964000,standar,motor,tanpa penginapan,wisata alam,alam,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,1,1,254.16,565,712000,0,140000,60000,912000,sesuai,1
BDG-TRV-0477,Kota Bandung,1 hari,1,2,3316000,premium,mobil,tanpa penginapan,kuliner,santai,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,21.99,34,132000,0,140000,40000,312000,sesuai,1
BDG-TRV-0478,Cimahi,1 hari,1,5,3032000,premium,motor,tanpa penginapan,alam,alam,Kawah Putih,wisata alam,Kabupaten Bandung,-7.1662,107.402,"-7.1662,107.402","Sugihmukti, Pasirjambu, Kabupaten Bandung",Kawah Putih adalah wisata alam di Ciwidey dengan danau kawah berwarna putih kehijauan dan panorama pegunungan.,1,1,1,1,36.86,65,103000,0,350000,150000,603000,sesuai,1
BDG-TRV-0479,Tasikmalaya,4 hari 3 malam,4,2,2773000,premium,transportasi umum,hemat,wisata alam,edukasi,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,1,0,1,1,201.6,399,726000,540000,560000,60000,1886000,sesuai,0
BDG-TRV-0480,Jakarta,1 hari,1,3,2881000,premium,transportasi umum,tanpa penginapan,mall,belanja,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,1,0,331.86,593,1195000,0,210000,30000,1435000,sesuai,0
BDG-TRV-0481,Jakarta,2 hari 1 malam,2,2,1390000,hemat,mobil,standar,wisata kota,foto-foto,Alun-Alun Bandung,wisata kota,Kota Bandung,-6.9218,107.6071,"-6.9218,107.6071","Jl. Asia Afrika, Balonggede, Regol, Kota Bandung","Alun-Alun Bandung adalah ruang publik ikonik di pusat Kota Bandung yang cocok untuk bersantai, berfoto, dan menikmati suasana kota dekat Masjid Raya Bandung.",1,1,0,1,215.22,360,1291000,320000,280000,10000,1901000,melebihi budget,0
BDG-TRV-0482,Tasikmalaya,2 hari 1 malam,2,2,4305000,premium,mobil,standar,alam,foto-foto,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,1,1,189.88,428,1139000,320000,280000,60000,1799000,sesuai,1
BDG-TRV-0483,Kota Bandung,2 hari 1 malam,2,1,4944000,premium,motor,standar,keluarga,foto-foto,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,1,1,77.06,126,216000,320000,140000,65000,741000,sesuai,1
BDG-TRV-0484,Garut,2 hari 1 malam,2,4,4854000,premium,transportasi umum,hemat,gunung,sejarah,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,0,0,1,1,89.5,163,322000,180000,560000,60000,1122000,sesuai,0
BDG-TRV-0485,Bekasi,2 hari 1 malam,2,3,1414000,standar,transportasi umum,standar,wisata tematik,foto-foto,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,0,1,228.23,344,822000,320000,420000,195000,1757000,melebihi budget,0
BDG-TRV-0486,Bekasi,2 hari 1 malam,2,2,4140000,premium,mobil,nyaman,kuliner,santai,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,0,1,1,151.82,290,911000,520000,280000,30000,1741000,sesuai,0
BDG-TRV-0487,Bekasi,2 hari 1 malam,2,2,4833000,premium,motor,nyaman,kebun binatang,keluarga,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,144.89,293,406000,520000,280000,100000,1306000,sesuai,1
BDG-TRV-0488,Tasikmalaya,1 hari,1,2,747000,hemat,motor,tanpa penginapan,kebun binatang,edukasi,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,129.1,287,361000,0,140000,100000,601000,sesuai,1
BDG-TRV-0489,Bogor,1 hari,1,5,3305000,premium,mobil,tanpa penginapan,keluarga,santai,Farm House Lembang,wisata tematik,Kabupaten Bandung Barat,-6.8325,107.605,"-6.8325,107.605","Jl. Raya Lembang No.108, Gudangkahuripan, Lembang","Farm House Lembang adalah wisata tematik dengan nuansa Eropa, spot foto, taman, dan area rekreasi keluarga.",1,1,1,1,215.04,391,1290000,0,350000,325000,1965000,sesuai,1
BDG-TRV-0490,Cimahi,4 hari 3 malam,4,4,729000,hemat,motor,hemat,gunung,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",0,1,0,1,15.63,34,44000,540000,1120000,60000,1764000,melebihi budget,0
BDG-TRV-0491,Garut,2 hari 1 malam,2,2,2096000,standar,mobil,nyaman,belanja,kuliner,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",1,1,1,1,81.24,185,487000,520000,280000,20000,1307000,sesuai,1
BDG-TRV-0492,Kabupaten Bandung,2 hari 1 malam,2,4,1597000,hemat,transportasi umum,hemat,wisata kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,69.73,152,251000,180000,560000,60000,1051000,sesuai,1
BDG-TRV-0493,Bekasi,1 hari,1,2,1575000,standar,mobil,tanpa penginapan,wisata alam,belanja,Kawah Putih,wisata alam,Kabupaten Bandung,-7.1662,107.402,"-7.1662,107.402","Sugihmukti, Pasirjambu, Kabupaten Bandung",Kawah Putih adalah wisata alam di Ciwidey dengan danau kawah berwarna putih kehijauan dan panorama pegunungan.,1,0,1,0,176.27,399,1058000,0,140000,60000,1258000,sesuai,0
BDG-TRV-0494,Cimahi,4 hari 3 malam,4,2,1052000,hemat,motor,standar,edukasi,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,0,1,10.25,22,29000,960000,560000,30000,1579000,melebihi budget,0
BDG-TRV-0495,Depok,3 hari 2 malam,3,1,2209000,hemat,transportasi umum,nyaman,museum,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,185.97,342,669000,1040000,210000,15000,1934000,sesuai,1
BDG-TRV-0496,Depok,3 hari 2 malam,3,2,601000,hemat,motor,standar,alam,foto-foto,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,1,0,0,0,258.43,519,724000,640000,420000,60000,1844000,melebihi budget,0
BDG-TRV-0497,Depok,1 hari,1,1,2327000,standar,motor,tanpa penginapan,alam,santai,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,0,1,0,241.7,515,677000,0,70000,30000,777000,sesuai,0
BDG-TRV-0498,Bekasi,2 hari 1 malam,2,1,1923000,hemat,motor,nyaman,wisata kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,188.86,418,529000,520000,140000,15000,1204000,sesuai,1
BDG-TRV-0499,Kabupaten Bandung,3 hari 2 malam,3,5,4654000,premium,transportasi umum,nyaman,alam,belanja,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,0,1,1,88.52,166,319000,1040000,1050000,150000,2559000,sesuai,0
BDG-TRV-0500,Cimahi,2 hari 1 malam,2,5,3541000,premium,mobil,nyaman,belanja,belanja,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,1,24.29,40,146000,520000,700000,50000,1416000,sesuai,1
BDG-TRV-0501,Cimahi,1 hari,1,4,1281000,hemat,motor,tanpa penginapan,kuliner,foto-foto,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,13.18,25,37000,0,280000,80000,397000,sesuai,1
BDG-TRV-0502,Garut,2 hari 1 malam,2,4,4185000,premium,motor,nyaman,mall,belanja,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,1,96.07,179,269000,520000,560000,40000,1389000,sesuai,1
BDG-TRV-0503,Depok,2 hari 1 malam,2,3,4853000,premium,mobil,standar,museum,belanja,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,0,1,1,158.72,277,952000,320000,420000,45000,1737000,sesuai,0
BDG-TRV-0504,Depok,3 hari 2 malam,3,5,2570000,hemat,mobil,hemat,edukasi,foto-foto,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,1,1,1,152.07,250,912000,360000,1050000,75000,2397000,sesuai,1
BDG-TRV-0505,Depok,3 hari 2 malam,3,3,2490000,standar,transportasi umum,hemat,wisata religi,keluarga,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,189.62,297,683000,360000,630000,0,1673000,sesuai,1
BDG-TRV-0506,Depok,1 hari,1,3,1831000,standar,motor,tanpa penginapan,mall,keluarga,Alun-Alun Bandung,wisata kota,Kota Bandung,-6.9218,107.6071,"-6.9218,107.6071","Jl. Asia Afrika, Balonggede, Regol, Kota Bandung","Alun-Alun Bandung adalah ruang publik ikonik di pusat Kota Bandung yang cocok untuk bersantai, berfoto, dan menikmati suasana kota dekat Masjid Raya Bandung.",0,1,1,0,155.89,353,436000,0,210000,15000,661000,sesuai,0
BDG-TRV-0507,Cimahi,4 hari 3 malam,4,2,1877000,standar,motor,standar,kebun binatang,santai,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,19.18,37,54000,960000,560000,100000,1674000,sesuai,1
BDG-TRV-0508,Kota Bandung,2 hari 1 malam,2,2,1197000,premium,motor,nyaman,kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,0,1,166.95,349,467000,520000,280000,30000,1297000,melebihi budget,0
BDG-TRV-0509,Depok,3 hari 2 malam,3,2,1899000,hemat,mobil,hemat,alam,alam,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,0,1,206.5,317,1239000,360000,420000,60000,2079000,melebihi budget,0
BDG-TRV-0510,Tasikmalaya,2 hari 1 malam,2,5,2698000,premium,transportasi umum,standar,alam,alam,Situ Patenggang,wisata alam,Kabupaten Bandung,-7.166,107.3589,"-7.166,107.3589","Patengan, Rancabali, Kabupaten Bandung","Situ Patenggang adalah danau wisata di kawasan Ciwidey yang cocok untuk menikmati alam, berfoto, dan rekreasi keluarga.",1,1,1,1,156.33,359,563000,320000,700000,150000,1733000,sesuai,1
BDG-TRV-0511,Cimahi,2 hari 1 malam,2,3,1286000,standar,mobil,hemat,alam,keluarga,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,0,1,1,84.88,147,509000,180000,420000,90000,1199000,sesuai,0
BDG-TRV-0512,Garut,1 hari,1,5,1322000,hemat,transportasi umum,tanpa penginapan,wisata alam,alam,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,1,1,142.49,287,513000,0,350000,150000,1013000,sesuai,1
BDG-TRV-0513,Kabupaten Bandung,1 hari,1,2,698000,hemat,motor,tanpa penginapan,kuliner,foto-foto,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,44.93,90,126000,0,140000,40000,306000,sesuai,1
BDG-TRV-0514,Bekasi,2 hari 1 malam,2,3,4367000,premium,transportasi umum,hemat,wisata kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,163.75,255,590000,180000,420000,45000,1235000,sesuai,1
BDG-TRV-0515,Jakarta,2 hari 1 malam,2,1,350000,hemat,motor,hemat,museum,santai,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,0,0,1,214.72,427,601000,180000,140000,15000,936000,melebihi budget,0
BDG-TRV-0516,Kabupaten Bandung,1 hari,1,4,2130000,standar,mobil,tanpa penginapan,wisata kuliner,belanja,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,0,1,1,24.31,38,146000,0,280000,60000,486000,sesuai,0
BDG-TRV-0517,Kota Bandung,3 hari 2 malam,3,4,2647000,standar,motor,standar,alam,edukasi,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,49.89,104,140000,640000,840000,140000,1760000,sesuai,1
BDG-TRV-0518,Jakarta,1 hari,1,4,2714000,hemat,mobil,tanpa penginapan,keluarga,keluarga,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,1,1,235.06,498,1410000,0,280000,260000,1950000,sesuai,1
BDG-TRV-0519,Jakarta,2 hari 1 malam,2,2,1584000,premium,mobil,nyaman,edukasi,keluarga,Jendela Alam,wisata edukasi,Kabupaten Bandung Barat,-6.8287,107.5976,"-6.8287,107.5976","Komplek Graha Puspa, Lembang, Kabupaten Bandung Barat","Jendela Alam adalah wisata edukasi keluarga yang mengenalkan aktivitas pertanian, peternakan, dan lingkungan alam.",1,1,0,1,181.49,301,1089000,520000,280000,50000,1939000,melebihi budget,0
